1438;1213;0.165148;16527193082845685102;2016-08-23 15:47:22.781934+00:00
1486;1376;-0.824517;10024807158155864094;2016-08-23 15:47:23.446885+00:00
1463;1350;-0.865825;11113920986672266288;2016-08-23 15:47:23.779587+00:00
1438;1350;-0.723012;17208715494115244355;2016-08-23 15:47:24.111773+00:00
1424;1351;-0.407768;18434472778429680019;2016-08-23 15:47:24.443394+00:00
1474;1413;-0.623572;14457093910052633755;2016-08-23 15:47:24.775680+00:00
1436;1363;-0.662832;14684455774224495807;2016-08-23 15:47:25.107626+00:00
1487;1276;0.328592;17019234145184746333;2016-08-23 15:47:25.439917+00:00
1475;1251;0.65438;15573402176986004950;2016-08-23 15:47:25.772264+00:00
1475;1239;0.86778;14040844948759284445;2016-08-23 15:47:26.104506+00:00
1427;1249;0.818896;12780711757155884380;2016-08-23 15:47:26.436626+00:00
1426;1250;0.741932;14817449450214514819;2016-08-23 15:47:26.768799+00:00
1465;1275;0.389904;15321702158287584204;2016-08-23 15:47:27.103040+00:00
1451;1250;0.580942;15378292330022241931;2016-08-23 15:47:27.433310+00:00
1439;1263;0.391971;10670155668500952260;2016-08-23 15:47:27.765326+00:00
1538;1201;0.862978;13849460806452895524;2016-08-23 15:47:30.090982+00:00
1476;1188;0.489984;16918296899751794266;2016-08-23 15:47:31.087451+00:00
1538;1151;0.828541;17951252132439450386;2016-08-23 15:47:31.419769+00:00
