1701;1076;0.258806;16637973579532536833;2016-08-23 15:40:19.550595+00:00
1712;1063;-0.741527;16230957276723750706;2016-08-23 15:40:19.882620+00:00
1737;1039;-0.649481;12446884835546561410;2016-08-23 15:40:20.214879+00:00
1775;1025;-0.905225;15318011211214823940;2016-08-23 15:40:20.547084+00:00
1826;1038;0.731229;17933010647525986072;2016-08-23 15:40:20.880971+00:00
1814;1099;1.82862;11342336908653065953;2016-08-23 15:40:21.212719+00:00
1787;1111;2.67131;14329906771022423671;2016-08-23 15:40:21.545757+00:00
1762;1099;-2.50411;16250563574065152129;2016-08-23 15:40:21.876049+00:00
1774;1087;-1.46312;14503439644016182842;2016-08-23 15:40:22.211035+00:00
1837;1100;-1.38407;15912956916293439534;2016-08-23 15:40:22.540983+00:00
1849;1074;-1.62113;11013914318709533699;2016-08-23 15:40:22.872539+00:00
1836;1012;-2.14301;16407765535248642386;2016-08-23 15:40:23.205004+00:00
1824;1036;-2.89776;17826663525235567878;2016-08-23 15:40:23.537772+00:00
1812;1037;2.50589;13005430172885281728;2016-08-23 15:40:23.870048+00:00
1763;1086;2.28807;10552366506230984578;2016-08-23 15:40:24.201694+00:00
1752;1136;1.18354;15186799968701754459;2016-08-23 15:40:24.534363+00:00
1776;1163;0.473908;9850475433432918125;2016-08-23 15:40:24.866363+00:00
1788;1176;0.0825781;15149044726129628329;2016-08-23 15:40:25.197943+00:00
1836;1151;-0.665321;17626115185510271559;2016-08-23 15:40:25.530585+00:00
1874;1126;-0.792261;11962457265795487472;2016-08-23 15:40:25.862751+00:00
1874;1127;-0.0722714;14190029153662746350;2016-08-23 15:40:26.194820+00:00
1890;1175;0.957676;12866849161270971547;2016-08-23 15:40:26.527396+00:00
1901;1224;1.95644;11280027651994577564;2016-08-23 15:40:26.859208+00:00
1887;1199;-3.04153;11653584576633112511;2016-08-23 15:40:27.191591+00:00
1836;1199;-2.25106;16294062250026872915;2016-08-23 15:40:27.523345+00:00
1874;1200;-1.44807;14105377081331644471;2016-08-23 15:40:27.855642+00:00
1874;1187;-1.39757;10659584210567551532;2016-08-23 15:40:28.188446+00:00
1874;1188;-1.29852;14136043808335305344;2016-08-23 15:40:28.522847+00:00
1874;1187;-1.54088;10629548753583425483;2016-08-23 15:40:28.852891+00:00
1887;1174;-1.61462;17703041619454298038;2016-08-23 15:40:29.185489+00:00
1887;1174;-1.77663;12898626206609830831;2016-08-23 15:40:29.516756+00:00
1899;1162;-1.71724;16947152644696186366;2016-08-23 15:40:29.849041+00:00
1911;1149;-1.86429;18302834936352923879;2016-08-23 15:40:30.181241+00:00
1899;1137;-1.96161;15598531581080587273;2016-08-23 15:40:30.513371+00:00
1861;1124;-2.29411;12099477409509304394;2016-08-23 15:40:30.845640+00:00
1836;1099;-2.82224;16760929464710575351;2016-08-23 15:40:31.177799+00:00
1811;1086;-3.06538;12513201091334939430;2016-08-23 15:40:31.510853+00:00
1763;1098;2.21955;9910096787079794571;2016-08-23 15:40:31.842694+00:00
1726;1124;2.3995;16629110255526284525;2016-08-23 15:40:32.174400+00:00
1701;1135;1.85323;10116798235876557900;2016-08-23 15:40:32.507371+00:00
1677;1185;1.87123;16217496898659418749;2016-08-23 15:40:32.838735+00:00
1637;1185;2.68754;15937504865691719502;2016-08-23 15:40:33.170887+00:00
1624;1150;-1.93854;10986402808054037849;2016-08-23 15:40:33.503375+00:00
1687;1139;-0.516428;16657305578899441815;2016-08-23 15:40:33.835377+00:00
1714;1201;0.577158;9231129317905449031;2016-08-23 15:40:34.167536+00:00
1751;1249;1.19359;15833627458866614305;2016-08-23 15:40:34.499748+00:00
1713;1273;2.56614;9461856649659291429;2016-08-23 15:40:34.834805+00:00
1699;1261;2.73495;16011939015249542028;2016-08-23 15:40:35.168339+00:00
1700;1261;2.48379;14273942474863531596;2016-08-23 15:40:35.496798+00:00
1700;1261;2.39514;11316088600337664062;2016-08-23 15:40:35.828685+00:00
1700;1273;2.16118;15094068365981484231;2016-08-23 15:40:36.161835+00:00
1677;1323;1.77109;12470463437070024403;2016-08-23 15:40:36.493582+00:00
1626;1335;1.79002;18221980987536610406;2016-08-23 15:40:36.825328+00:00
1665;1398;1.08013;13298341543054226375;2016-08-23 15:40:37.158344+00:00
1639;1411;1.16737;17931650196949415760;2016-08-23 15:40:37.489674+00:00
1675;1401;-0.380949;14514934100052437729;2016-08-23 15:40:37.821872+00:00
1675;1439;-0.0497438;10294125938559123929;2016-08-23 15:40:38.154136+00:00
1676;1438;-0.0702592;12778165342531440915;2016-08-23 15:40:38.486780+00:00
1701;1439;-0.0311207;17360326629699146441;2016-08-23 15:40:38.818533+00:00
1715;1500;0.665027;14219112444384070026;2016-08-23 15:40:39.151060+00:00
1638;1485;2.19264;11159708220253434541;2016-08-23 15:40:39.483514+00:00
1638;1460;2.37724;9725771518160233843;2016-08-23 15:40:39.815057+00:00
1638;1460;2.25905;18298558338220170504;2016-08-23 15:40:40.147604+00:00
1638;1460;2.13724;17274047162360328831;2016-08-23 15:40:40.479613+00:00
1714;1526;0.816322;9581749057494356563;2016-08-23 15:40:40.812496+00:00
1714;1549;1.22928;13974604697430549671;2016-08-23 15:40:41.146703+00:00
1650;1560;2.89144;10228869276499591123;2016-08-23 15:40:41.477039+00:00
1674;1549;-2.5136;14844889130350390725;2016-08-23 15:40:41.810822+00:00
