1652;1024;1.53223;11271523105945512925;2016-08-23 16:00:19.482079+00:00
1664;1012;1.3898;12613870774149104639;2016-08-23 16:00:19.814155+00:00
1664;1011;1.61887;14159033345759434456;2016-08-23 16:00:20.146511+00:00
1713;976;0.574077;10771556458029078518;2016-08-23 16:00:20.477842+00:00
1776;1076;0.700952;17226242893764105069;2016-08-23 16:00:21.142724+00:00
1739;1173;2.10527;11227024050732329017;2016-08-23 16:00:21.475279+00:00
1676;1224;1.36755;12080155565788263298;2016-08-23 16:00:21.807441+00:00
1724;1189;-0.417498;17636905272838408779;2016-08-23 16:00:22.139431+00:00
1749;1151;-0.814952;17334952366187162412;2016-08-23 16:00:22.472187+00:00
1799;1126;-0.839837;18067031052782880820;2016-08-23 16:00:22.804025+00:00
1798;1027;-0.201479;17068197916744817495;2016-08-23 16:00:23.468381+00:00
1912;1026;-1.05932;11218760014916980863;2016-08-23 16:00:23.800195+00:00
1824;1048;-2.7189;14233563553962198943;2016-08-23 16:00:24.132427+00:00
1801;1099;2.37245;13231162963331929870;2016-08-23 16:00:24.464812+00:00
1751;1163;0.417409;12579426040478115524;2016-08-23 16:00:24.797322+00:00
1737;1151;-0.58311;14895955441370178867;2016-08-23 16:00:25.128956+00:00
1736;1064;-0.393488;13556135510318254623;2016-08-23 16:00:25.463620+00:00
1824;1037;-0.659304;15484670862187519809;2016-08-23 16:00:25.793636+00:00
1839;1037;1.05554;14639856973284223293;2016-08-23 16:00:26.126126+00:00
1827;1186;1.99109;16276461517083771572;2016-08-23 16:00:26.457804+00:00
1774;1186;-2.56058;9248619879022612482;2016-08-23 16:00:26.790307+00:00
1762;1163;-0.763727;11213950938655352524;2016-08-23 16:00:27.122607+00:00
1774;1139;-0.49219;11837453232119591596;2016-08-23 16:00:27.454236+00:00
1812;1150;-1.11305;14548784123355597863;2016-08-23 16:00:27.786525+00:00
1874;1127;-0.468027;17062126461919173365;2016-08-23 16:00:28.118138+00:00
1887;1075;-1.66848;10138767066124750549;2016-08-23 16:00:28.450948+00:00
1811;1011;-2.92748;9618755258498742521;2016-08-23 16:00:28.783399+00:00
1676;1150;0.355954;16456272351567315410;2016-08-23 16:00:29.447788+00:00
1637;1163;-0.900461;12717575660856292518;2016-08-23 16:00:29.779696+00:00
1660;1077;-0.49891;11987428162024876421;2016-08-23 16:00:30.112523+00:00
1711;1077;-0.0424417;15928673052182478197;2016-08-23 16:00:30.443489+00:00
1775;1064;-0.153642;16244773490572738194;2016-08-23 16:00:30.776633+00:00
1849;1051;-0.965291;12776768928178433791;2016-08-23 16:00:31.108004+00:00
1786;999;-2.1396;9260346327813610812;2016-08-23 16:00:31.441121+00:00
1712;985;2.75422;17182819280957414652;2016-08-23 16:00:31.775494+00:00
1839;1088;1.13512;10467933087971229485;2016-08-23 16:00:33.434113+00:00
1699;1222;3.06649;11397754099581404160;2016-08-23 16:00:34.097944+00:00
1699;1175;-1.54289;10368011629589454243;2016-08-23 16:00:34.431530+00:00
1749;1127;-0.330231;16632348212159016740;2016-08-23 16:00:35.095235+00:00
1837;1139;-0.639204;11610735639943464939;2016-08-23 16:00:35.426888+00:00
1849;1024;-1.9046;15436115527078089545;2016-08-23 16:00:35.759059+00:00
1786;972;3.10222;17571803292209914035;2016-08-23 16:00:36.090984+00:00
1738;1036;2.51092;14474419476088329858;2016-08-23 16:00:36.423476+00:00
1738;1088;1.01832;9937903264845200795;2016-08-23 16:00:36.755779+00:00
1749;1089;-0.63108;16886706083304253618;2016-08-23 16:00:37.087719+00:00
1812;1051;-0.544031;15146083519289141538;2016-08-23 16:00:37.420141+00:00
1874;1040;-0.0995155;11589714494890842753;2016-08-23 16:00:37.752307+00:00
1926;1088;1.2835;16706976809232245841;2016-08-23 16:00:38.087723+00:00
1900;1148;2.82389;18193889752662993388;2016-08-23 16:00:38.416918+00:00
1787;1161;-2.5966;9950470537614917285;2016-08-23 16:00:38.748982+00:00
1774;1100;-1.79632;9929060291821953897;2016-08-23 16:00:39.081136+00:00
1787;1064;-0.655317;12600699292951426855;2016-08-23 16:00:39.413213+00:00
1861;1014;-0.521914;17736671328297652675;2016-08-23 16:00:39.746349+00:00
1900;938;-1.64765;18164916142375056031;2016-08-23 16:00:40.078736+00:00
1798;910;-2.86401;15234816117623605690;2016-08-23 16:00:40.410655+00:00
1687;924;2.18878;15847011522263507329;2016-08-23 16:00:40.742845+00:00
1676;962;1.05603;16768812792787455590;2016-08-23 16:00:41.075170+00:00
1725;1001;-0.625443;13133924324140649556;2016-08-23 16:00:41.407206+00:00
1799;964;-0.246935;9765848298150254568;2016-08-23 16:00:41.739612+00:00
1888;951;-0.631605;12315404241149384048;2016-08-23 16:00:42.072315+00:00
1951;988;1.50667;12028875465430236080;2016-08-23 16:00:42.404074+00:00
